,maxEpochs,num_layers,embeddingSize,hiddenDim,train_loss,accuracy,truePos,trueNeg,falsePos,falseNeg
0,400,1,100,3,0.005156755447387695,0.5416666666666666,2,11,5,6
1,400,1,100,3,0.006323337554931641,0.375,4,5,1,14
2,400,1,100,3,0.006106853485107422,0.625,1,14,5,4
3,400,1,100,3,0.009127140045166016,0.5,0,12,5,7
4,400,1,100,3,0.008352994918823242,0.5416666666666666,4,9,2,9
5,400,1,100,3,0.005774974822998047,0.5833333333333334,4,10,1,9
6,400,1,100,3,0.0568995475769043,0.5416666666666666,4,9,4,7
7,400,1,100,3,0.004073143005371094,0.5,1,11,6,6
8,400,1,100,3,0.004114627838134766,0.3333333333333333,1,7,5,11
9,400,1,100,3,0.007143497467041016,0.75,6,12,3,3
10,400,1,100,3,0.006434917449951172,0.5,1,11,3,9
11,400,1,100,3,0.00614476203918457,0.5416666666666666,5,8,7,4
12,400,1,100,3,0.005406379699707031,0.5416666666666666,2,11,5,6
13,400,1,100,3,0.0059926509857177734,0.4583333333333333,2,9,6,7
14,400,1,100,3,0.00420379638671875,0.5416666666666666,1,12,5,6
15,400,1,100,3,0.004291534423828125,0.4583333333333333,1,10,5,8
16,400,1,100,3,0.0069065093994140625,0.625,3,12,3,6
17,400,1,100,3,0.0058214664459228516,0.3333333333333333,2,6,5,11
18,400,1,100,3,0.02712690830230713,0.5,2,10,6,6
19,400,1,100,3,0.006008625030517578,0.5,3,9,9,3
