,maxEpochs,num_layers,embeddingSize,hiddenDim,train_loss,accuracy,truePos,trueNeg,falsePos,falseNeg
0,400,24,100,3,29.071246653795242,0.75,0,18,6,0
1,400,24,100,3,35.00776094198227,0.5833333333333334,0,14,10,0
2,400,24,100,3,33.96805900335312,0.625,0,15,8,1
3,400,24,100,3,34.18832242488861,0.75,0,18,4,2
4,400,24,100,3,35.614589154720306,0.625,0,15,9,0
5,400,24,100,3,33.031671822071075,0.375,0,9,9,6
6,400,24,100,3,30.202176213264465,0.6666666666666666,0,16,8,0
7,400,24,100,3,32.768034502863884,0.5416666666666666,0,13,11,0
8,400,24,100,3,36.24407044053078,0.7083333333333334,0,17,7,0
9,400,24,100,3,35.643521189689636,0.5416666666666666,3,10,5,6
10,400,24,100,3,34.74668908119202,0.6666666666666666,0,16,7,1
11,400,24,100,3,36.5182940363884,0.7083333333333334,0,17,7,0
12,400,24,100,3,36.744829416275024,0.6666666666666666,0,16,8,0
13,400,24,100,3,30.610536009073257,0.5416666666666666,1,12,4,7
14,400,24,100,3,32.418217182159424,0.625,2,13,5,4
