,maxEpochs,num_layers,embeddingSize,hiddenDim,train_loss,accuracy,truePos,trueNeg,falsePos,falseNeg
0,400,9,100,3,0.009754419326782227,0.5416666666666666,3,10,8,3
1,400,9,100,3,15.923046041280031,0.7083333333333334,4,13,2,5
2,400,9,100,3,6.570930361747742,0.5,2,10,5,7
3,400,9,100,3,32.87961722910404,0.5416666666666666,1,12,6,5
4,400,9,100,3,1.748335599899292,0.5416666666666666,4,9,4,7
5,400,9,100,3,36.58811241388321,0.6666666666666666,0,16,8,0
6,400,9,100,3,35.50662350654602,0.5833333333333334,2,12,4,6
7,400,9,100,3,0.015555620193481445,0.5833333333333334,3,11,7,3
8,400,9,100,3,0.0061740875244140625,0.5833333333333334,6,8,2,8
9,400,9,100,3,35.88612103462219,0.6666666666666666,0,16,8,0
10,400,9,100,3,37.25125855207443,0.5,1,11,7,5
11,400,9,100,3,27.798264384269714,0.5833333333333334,0,14,10,0
12,400,9,100,3,31.77171629667282,0.625,0,15,9,0
13,400,9,100,3,0.003926992416381836,0.625,1,14,6,3
14,400,9,100,3,36.95362189412117,0.625,0,15,9,0
