,maxEpochs,num_layers,embeddingSize,hiddenDim,train_loss,accuracy,truePos,trueNeg,falsePos,falseNeg
0,400,1,300,3,0.003904581069946289,0.5416666666666666,3,10,6,5
1,400,1,300,3,0.017948627471923828,0.4583333333333333,3,8,4,9
2,400,1,300,3,0.004670381546020508,0.4583333333333333,2,9,5,8
3,400,1,300,3,0.019501686096191406,0.5833333333333334,3,11,7,3
4,400,1,300,3,0.005280971527099609,0.4583333333333333,3,8,5,8
5,400,1,300,3,0.013287067413330078,0.5,1,11,8,4
6,400,1,300,3,0.004671812057495117,0.4166666666666667,1,9,5,9
7,400,1,300,3,0.005956411361694336,0.5416666666666666,4,9,7,4
8,400,1,300,3,0.004077434539794922,0.375,3,6,6,9
9,400,1,300,3,0.0042362213134765625,0.5416666666666666,4,9,2,9
10,400,1,300,3,0.004554271697998047,0.6666666666666666,2,14,5,3
11,400,1,300,3,0.006512165069580078,0.375,3,6,6,9
12,400,1,300,3,0.005858421325683594,0.5,0,12,8,4
13,400,1,300,3,0.005674481391906738,0.5416666666666666,0,13,3,8
14,400,1,300,3,0.006497383117675781,0.625,4,11,4,5
