,maxEpochs,num_layers,embeddingSize,hiddenDim,train_loss,accuracy,truePos,trueNeg,falsePos,falseNeg
0,400,1,50,0,37.069823145866394,0.75,0,18,6,0
1,400,1,50,0,36.8788044154644,0.75,0,18,6,0
2,400,1,50,0,36.08346492052078,0.7083333333333334,0,17,7,0
3,400,1,50,0,31.108634263277054,0.5,0,12,12,0
4,400,1,50,0,36.63603317737579,0.75,0,18,6,0
5,400,1,50,0,36.26535999774933,0.7083333333333334,0,17,7,0
6,400,1,50,0,35.30558368563652,0.6666666666666666,0,16,8,0
7,400,1,50,0,36.26975670456886,0.7083333333333334,0,17,7,0
8,400,1,50,0,38.242825865745544,0.8333333333333334,0,20,4,0
9,400,1,50,0,37.638550609350204,0.7916666666666666,0,19,5,0
