,maxEpochs,num_layers,embeddingSize,hiddenDim,train_loss,accuracy,truePos,trueNeg,falsePos,falseNeg
0,400,1,300,2,0.04405951499938965,0.4166666666666667,1,9,5,9
1,400,1,300,2,1.5734643936157227,0.625,1,14,5,4
2,400,1,300,2,1.5617387294769287,0.5833333333333334,2,12,5,5
3,400,1,300,2,2.139383316040039,0.625,1,14,5,4
4,400,1,300,2,0.00738072395324707,0.5,2,10,5,7
5,400,1,300,2,0.005476713180541992,0.6666666666666666,5,11,3,5
6,400,1,300,2,0.006719827651977539,0.5416666666666666,4,9,3,8
7,400,1,300,2,0.012815475463867188,0.3333333333333333,3,5,4,12
8,400,1,300,2,0.006545543670654297,0.5416666666666666,1,12,10,1
9,400,1,300,2,2.134100526571274,0.5,2,10,7,5
