,maxEpochs,num_layers,embeddingSize,hiddenDim,train_loss,accuracy,truePos,trueNeg,falsePos,falseNeg
0,200,1,300,2,0.01197957992553711,0.6666666666666666,3,13,2,6
1,200,1,300,2,0.08504253625869751,0.5416666666666666,2,11,7,4
2,200,1,300,2,0.027049541473388672,0.625,1,14,5,4
3,200,1,300,2,0.029404640197753906,0.5416666666666666,2,11,6,5
4,200,1,300,2,0.08090949058532715,0.5833333333333334,5,9,1,9
5,200,1,300,2,0.013076066970825195,0.5,4,8,6,6
6,200,1,300,2,0.01805734634399414,0.5833333333333334,4,10,5,5
7,200,1,300,2,0.020076751708984375,0.4583333333333333,3,8,5,8
8,200,1,300,2,0.011776447296142578,0.5,1,11,8,4
9,200,1,300,2,0.012852668762207031,0.5416666666666666,1,12,7,4
