,maxEpochs,num_layers,embeddingSize,hiddenDim,train_loss,accuracy,truePos,trueNeg,falsePos,falseNeg
0,1,1,300,2,37.407473504543304,0.5833333333333334,0,14,10,0
1,1,1,300,2,41.761312663555145,0.6666666666666666,0,16,6,2
2,1,1,300,2,45.13921611011028,0.75,0,18,6,0
3,1,1,300,2,37.715659379959106,0.625,0,15,9,0
4,1,1,300,2,38.327082455158234,0.7083333333333334,0,17,7,0
5,1,1,300,2,40.90757468342781,0.75,0,18,6,0
6,1,1,300,2,37.54187673330307,0.75,0,18,6,0
7,1,1,300,2,36.64727532863617,0.6666666666666666,0,16,8,0
8,1,1,300,2,41.27455788850784,0.7916666666666666,0,19,5,0
9,1,1,300,2,39.86359232664108,0.5,0,12,12,0
