,maxEpochs,num_layers,embeddingSize,hiddenDim,train_loss,accuracy,truePos,trueNeg,falsePos,falseNeg
0,400,1,50,2,0.030074357986450195,0.5,3,9,5,7
1,400,1,50,2,0.013111114501953125,0.5,2,10,4,8
2,400,1,50,2,0.013704061508178711,0.5833333333333334,5,9,2,8
3,400,1,50,2,0.01034092903137207,0.5833333333333334,1,13,5,5
4,400,1,50,2,0.00631260871887207,0.4583333333333333,4,7,7,6
5,400,1,50,2,8.755881488323212,0.4583333333333333,1,10,11,2
6,400,1,50,2,0.00577235221862793,0.5416666666666666,4,9,5,6
7,400,1,50,2,0.013223886489868164,0.625,2,13,1,8
8,400,1,50,2,0.011601567268371582,0.375,2,7,10,5
9,400,1,50,2,0.006784915924072266,0.4166666666666667,2,8,7,7
