,maxEpochs,num_layers,embeddingSize,hiddenDim,train_loss,accuracy,truePos,trueNeg,falsePos,falseNeg
0,400,1,50,4,0.02388906478881836,0.4583333333333333,2,9,3,10
1,400,1,50,4,0.005315542221069336,0.4583333333333333,2,9,11,2
2,400,1,50,4,0.005008697509765625,0.2916666666666667,2,5,5,12
3,400,1,50,4,0.005982398986816406,0.2916666666666667,2,5,6,11
4,400,1,50,4,0.00650477409362793,0.5833333333333334,1,13,2,8
5,400,1,50,4,0.005220651626586914,0.5833333333333334,3,11,4,6
6,400,1,50,4,0.005001068115234375,0.5416666666666666,3,10,5,6
7,400,1,50,4,0.004040241241455078,0.5833333333333334,3,11,3,7
8,400,1,50,4,0.0033540725708007812,0.5833333333333334,2,12,3,7
9,400,1,50,4,0.011324882507324219,0.4583333333333333,0,11,9,4
