,maxEpochs,num_layers,embeddingSize,hiddenDim,train_loss,accuracy,truePos,trueNeg,falsePos,falseNeg
0,4000,1,300,2,0.0006418228149414062,0.5833333333333334,3,11,5,5
1,4000,1,300,2,0.0006716251373291016,0.6666666666666666,3,13,5,3
2,4000,1,300,2,1.5556082129478455,0.5416666666666666,3,10,2,9
3,4000,1,300,2,4.907343626022339,0.625,1,14,5,4
4,4000,1,300,2,0.0012812614440917969,0.5416666666666666,2,11,5,6
5,4000,1,300,2,0.003844738006591797,0.4583333333333333,2,9,5,8
6,4000,1,300,2,0.0005970001220703125,0.375,0,9,6,9
7,4000,1,300,2,0.0012830495834350586,0.4583333333333333,2,9,6,7
8,4000,1,300,2,0.0006289482116699219,0.6666666666666666,2,14,6,2
9,4000,1,300,2,0.0005617141723632812,0.5833333333333334,5,9,4,6
