,maxEpochs,num_layers,embeddingSize,hiddenDim,train_loss,accuracy,truePos,trueNeg,falsePos,falseNeg
0,400,1,50,5,0.005841493606567383,0.625,3,12,3,6
1,400,1,50,5,0.007639408111572266,0.5416666666666666,4,9,5,6
2,400,1,50,5,0.003289937973022461,0.5,1,11,3,9
3,400,1,50,5,0.0040435791015625,0.6666666666666666,4,12,5,3
4,400,1,50,5,0.003081798553466797,0.2916666666666667,2,5,5,12
5,400,1,50,5,0.003719329833984375,0.5416666666666666,1,12,6,5
6,400,1,50,5,0.004410743713378906,0.5416666666666666,0,13,6,5
7,400,1,50,5,0.0041980743408203125,0.5416666666666666,1,12,6,5
8,400,1,50,5,0.003834962844848633,0.5,3,9,6,6
9,400,1,50,5,0.004108428955078125,0.5416666666666666,0,13,4,7
