,maxEpochs,num_layers,embeddingSize,hiddenDim,train_loss,accuracy,truePos,trueNeg,falsePos,falseNeg
0,400,1,100,2,2.13493013381958,0.4166666666666667,1,9,11,3
1,400,1,100,2,1.5622464418411255,0.5416666666666666,1,12,6,5
2,400,1,100,2,0.006887674331665039,0.625,2,13,5,4
3,400,1,100,2,0.006193876266479492,0.5416666666666666,4,9,5,6
4,400,1,100,2,2.498319625854492,0.5833333333333334,1,13,5,5
5,400,1,100,2,1.5616240501403809,0.5,2,10,5,7
6,400,1,100,2,0.009024858474731445,0.5,3,9,6,6
7,400,1,100,2,0.010082244873046875,0.5416666666666666,3,10,7,4
8,400,1,100,2,0.0056726932525634766,0.5416666666666666,4,9,3,8
9,400,1,100,2,12.032627701759338,0.625,0,15,5,4
