,maxEpochs,num_layers,embeddingSize,hiddenDim,train_loss,accuracy,truePos,trueNeg,falsePos,falseNeg
0,400,1,50,3,0.005612373352050781,0.6666666666666666,5,11,2,6
1,400,1,50,3,0.010993480682373047,0.5833333333333334,1,13,7,3
2,400,1,50,3,0.005327939987182617,0.5416666666666666,4,9,5,6
3,400,1,50,3,0.006487369537353516,0.625,5,10,4,5
4,400,1,50,3,0.004374027252197266,0.7083333333333334,2,15,7,0
5,400,1,50,3,0.005883693695068359,0.4583333333333333,1,10,5,8
6,400,1,50,3,0.007306098937988281,0.375,3,6,9,6
7,400,1,50,3,0.00443267822265625,0.625,2,13,3,6
8,400,1,50,3,0.005135536193847656,0.5,1,11,3,9
9,400,1,50,3,0.0065348148345947266,0.5416666666666666,3,10,5,6
10,400,1,50,3,0.006775856018066406,0.7083333333333334,0,17,5,2
11,400,1,50,3,0.005563259124755859,0.5416666666666666,0,13,2,9
12,400,1,50,3,0.029646635055541992,0.5416666666666666,2,11,9,2
13,400,1,50,3,0.006022453308105469,0.6666666666666666,1,15,5,3
14,400,1,50,3,0.011604785919189453,0.4166666666666667,0,10,8,6
