,maxEpochs,num_layers,embeddingSize,hiddenDim,train_loss,accuracy,truePos,trueNeg,falsePos,falseNeg
0,400,1,300,2,0.007703304290771484,0.5833333333333334,5,9,1,9
1,400,1,300,2,0.01342010498046875,0.4166666666666667,1,9,4,10
2,400,1,300,2,2.153329312801361,0.7916666666666666,5,14,2,3
3,400,1,300,2,0.006627082824707031,0.75,3,15,3,3
4,400,1,300,2,0.01646745204925537,0.625,3,12,3,6
5,400,1,300,2,1.5759546160697937,0.5833333333333334,5,9,3,7
6,400,1,300,2,0.006432056427001953,0.5833333333333334,5,9,4,6
7,400,1,300,2,0.006387233734130859,0.625,3,12,5,4
8,400,1,300,2,0.01388096809387207,0.4583333333333333,1,10,7,6
9,400,1,300,2,2.1426700353622437,0.625,2,13,7,2
