,maxEpochs,num_layers,embeddingSize,hiddenDim,train_loss,accuracy,truePos,trueNeg,falsePos,falseNeg
0,400,2,100,3,0.005566596984863281,0.4583333333333333,2,9,5,8
1,400,2,100,3,0.0041065216064453125,0.375,2,7,8,7
2,400,2,100,3,0.006308555603027344,0.5416666666666666,5,8,4,7
3,400,2,100,3,0.004308462142944336,0.375,3,6,5,10
4,400,2,100,3,0.005712747573852539,0.5833333333333334,2,12,6,4
5,400,2,100,3,0.004331111907958984,0.5,1,11,5,7
6,400,2,100,3,0.004790544509887695,0.5416666666666666,5,8,5,6
7,400,2,100,3,0.0044825077056884766,0.625,2,13,5,4
8,400,2,100,3,0.006865978240966797,0.5416666666666666,3,10,6,5
9,400,2,100,3,0.0040357112884521484,0.4583333333333333,1,10,6,7
10,400,2,100,3,0.0043680667877197266,0.5833333333333334,1,13,9,1
11,400,2,100,3,0.00466609001159668,0.7083333333333334,3,14,4,3
12,400,2,100,3,0.003844022750854492,0.5833333333333334,3,11,8,2
13,400,2,100,3,0.006018638610839844,0.5,2,10,6,6
14,400,2,100,3,0.008402824401855469,0.5833333333333334,4,10,2,8
