,maxEpochs,num_layers,embeddingSize,hiddenDim,train_loss,accuracy,truePos,trueNeg,falsePos,falseNeg
0,400,3,100,3,0.006494045257568359,0.5833333333333334,2,12,4,6
1,400,3,100,3,0.004106760025024414,0.625,1,14,5,4
2,400,3,100,3,0.004514217376708984,0.5416666666666666,1,12,5,6
3,400,3,100,3,0.004237174987792969,0.5833333333333334,3,11,4,6
4,400,3,100,3,0.006415367126464844,0.4583333333333333,1,10,4,9
5,400,3,100,3,0.009330987930297852,0.2916666666666667,3,4,7,10
6,400,3,100,3,0.004214763641357422,0.375,1,8,5,10
7,400,3,100,3,0.004360198974609375,0.4583333333333333,1,10,6,7
8,400,3,100,3,0.004298210144042969,0.5,1,11,9,3
9,400,3,100,3,0.004588127136230469,0.5833333333333334,2,12,6,4
10,400,3,100,3,0.00618743896484375,0.6666666666666666,2,14,4,4
11,400,3,100,3,0.012675285339355469,0.6666666666666666,4,12,2,6
12,400,3,100,3,0.00644230842590332,0.375,3,6,6,9
13,400,3,100,3,0.009543180465698242,0.4583333333333333,0,11,8,5
14,400,3,100,3,0.0063648223876953125,0.5833333333333334,3,11,6,4
