,maxEpochs,num_layers,embeddingSize,hiddenDim,train_loss,accuracy,truePos,trueNeg,falsePos,falseNeg
0,400,8,100,3,4.27253794670105,0.5416666666666666,2,11,5,6
1,400,8,100,3,0.004312992095947266,0.5833333333333334,2,12,7,3
2,400,8,100,3,31.877432584762573,0.6666666666666666,4,12,4,4
3,400,8,100,3,0.012863397598266602,0.625,3,12,3,6
4,400,8,100,3,30.753062427043915,0.6666666666666666,1,15,8,0
5,400,8,100,3,0.017699480056762695,0.5833333333333334,1,13,7,3
6,400,8,100,3,0.040292978286743164,0.5833333333333334,4,10,5,5
7,400,8,100,3,33.875947177410126,0.625,0,15,9,0
8,400,8,100,3,38.56615021824837,0.7916666666666666,0,19,5,0
9,400,8,100,3,0.00444793701171875,0.5416666666666666,0,13,5,6
10,400,8,100,3,0.004563331604003906,0.6666666666666666,4,12,2,6
11,400,8,100,3,0.00718379020690918,0.6666666666666666,2,14,4,4
12,400,8,100,3,0.010886430740356445,0.625,5,10,4,5
13,400,8,100,3,0.011467695236206055,0.625,2,13,5,4
14,400,8,100,3,32.91503202915192,0.625,0,15,9,0
