,maxEpochs,num_layers,embeddingSize,hiddenDim,train_loss,accuracy,truePos,trueNeg,falsePos,falseNeg
0,400,1,100,3,0.006836414337158203,0.5416666666666666,1,12,6,5
1,400,1,100,3,0.010137557983398438,0.625,1,14,5,4
2,400,1,100,3,0.005931377410888672,0.5416666666666666,3,10,5,6
3,400,1,100,3,0.0036568641662597656,0.75,3,15,3,3
4,400,1,100,3,0.004852294921875,0.5416666666666666,0,13,6,5
5,400,1,100,3,0.004554271697998047,0.375,0,9,10,5
6,400,1,100,3,0.006324291229248047,0.625,4,11,4,5
7,400,1,100,3,0.006386995315551758,0.5833333333333334,2,12,4,6
8,400,1,100,3,0.005124807357788086,0.4166666666666667,2,8,8,6
9,400,1,100,3,0.00376129150390625,0.5,1,11,8,4
10,400,1,100,3,0.00880134105682373,0.4583333333333333,3,8,7,6
11,400,1,100,3,1.6104644536972046,0.5416666666666666,0,13,6,5
12,400,1,100,3,0.006181240081787109,0.625,3,12,6,3
13,400,1,100,3,0.009200334548950195,0.4583333333333333,2,9,6,7
14,400,1,100,3,0.00917208194732666,0.5,3,9,7,5
