,maxEpochs,num_layers,embeddingSize,hiddenDim,train_loss,accuracy,truePos,trueNeg,falsePos,falseNeg
0,400,1,50,1,0.013347864151000977,0.625,2,13,2,7
1,400,1,50,1,4.8539228439331055,0.625,3,12,4,5
2,400,1,50,1,8.762230765074492,0.625,2,13,8,1
3,400,1,50,1,8.328933835029602,0.625,3,12,4,5
4,400,1,50,1,11.132615566253662,0.7083333333333334,0,17,5,2
5,400,1,50,1,0.013867855072021484,0.5416666666666666,3,10,5,6
6,400,1,50,1,5.395826637744904,0.4583333333333333,2,9,7,6
7,400,1,50,1,4.850751638412476,0.4166666666666667,1,9,6,8
8,400,1,50,1,12.210972309112549,0.5833333333333334,3,11,7,3
9,400,1,50,1,0.013509035110473633,0.5833333333333334,3,11,7,3
