,0
0,34.5591299533844
1,32.49347770214081
2,29.027641475200653
3,21.628683865070343
4,13.223947882652283
5,11.870997488498688
6,7.63769268989563
7,10.720480144023895
8,8.478883981704712
9,5.594327092170715
10,7.590437531471252
11,8.52469664812088
12,7.648338258266449
13,8.05349886417389
14,7.797347545623779
15,4.3465476632118225
16,4.237542271614075
17,3.8416061401367188
18,4.362982988357544
19,3.814165472984314
20,3.05800062417984
21,4.496702432632446
22,2.9103211164474487
23,3.4102311730384827
24,2.6123581528663635
25,2.952494740486145
26,3.9614047408103943
27,1.8529902696609497
28,1.7159331440925598
29,1.696836769580841
30,1.6820858120918274
31,1.6731839179992676
32,1.6674776077270508
33,1.6602277159690857
34,1.653113842010498
35,1.6463916897773743
36,1.6396114826202393
37,1.6340532898902893
38,1.629389226436615
39,1.624007761478424
40,1.6165062189102173
41,1.6083081364631653
42,1.6002726554870605
43,1.5928675532341003
44,1.5903645157814026
45,1.5505295991897583
46,1.5403451919555664
47,1.6226251721382141
48,3.2264736890792847
49,1.5408670902252197
50,1.722819209098816
51,1.5121949911117554
52,1.298457145690918
53,2.7292380332946777
54,3.099278688430786
55,1.862125039100647
56,1.5788873434066772
57,1.4538229703903198
58,1.8808857202529907
59,1.4635472297668457
60,2.513226866722107
61,2.5404510498046875
62,1.1917438507080078
63,3.2410553693771362
64,2.491534173488617
65,0.8089610934257507
66,1.1970373392105103
67,3.5884076356887817
68,1.5535374879837036
69,2.8175549507141113
70,1.3024068474769592
71,0.6154016256332397
72,0.5539427995681763
73,0.4042571783065796
74,0.3539450168609619
75,0.31389451026916504
76,0.28589439392089844
77,0.2596670389175415
78,0.2378329038619995
79,0.22070109844207764
80,0.205269455909729
81,0.19322538375854492
82,0.18162322044372559
83,0.17223882675170898
84,0.1636953353881836
85,0.15635180473327637
86,0.14949584007263184
87,0.143265962600708
88,0.1374070644378662
89,0.13263511657714844
90,0.12812066078186035
91,0.12381386756896973
92,0.12007832527160645
93,0.11614727973937988
94,0.1128842830657959
95,0.10989928245544434
96,0.10677647590637207
97,0.10425496101379395
98,0.10148501396179199
99,0.09923720359802246
100,0.09693241119384766
101,0.09475493431091309
102,0.09270453453063965
103,0.09096312522888184
104,0.08891177177429199
105,0.08718514442443848
106,0.08553171157836914
107,0.08378791809082031
108,0.08248400688171387
109,0.08097243309020996
110,0.0796365737915039
111,0.07823848724365234
112,0.07679152488708496
113,0.07576608657836914
114,0.0744180679321289
115,0.07346200942993164
116,0.07227683067321777
117,0.07113432884216309
118,0.07014822959899902
119,0.0690755844116211
120,0.06815266609191895
121,0.06723785400390625
122,0.06631088256835938
123,0.06546235084533691
124,0.06461381912231445
125,0.06376075744628906
126,0.06287384033203125
127,0.062035560607910156
128,0.061460256576538086
129,0.06070256233215332
130,0.05990147590637207
131,0.05911660194396973
132,0.05846238136291504
133,0.0579526424407959
134,0.05724978446960449
135,0.05663633346557617
136,0.05588078498840332
137,0.05543327331542969
138,0.054767608642578125
139,0.05421733856201172
140,0.05366396903991699
141,0.05313587188720703
142,0.05252575874328613
143,0.05206298828125
144,0.05150294303894043
145,0.051004886627197266
146,0.05055522918701172
147,0.04995608329772949
148,0.04956173896789551
149,0.04913687705993652
150,0.04859662055969238
151,0.048250675201416016
152,0.047783851623535156
153,0.04736685752868652
154,0.04694509506225586
155,0.04649066925048828
156,0.04611563682556152
157,0.045655012130737305
158,0.045346975326538086
159,0.04496049880981445
160,0.04454183578491211
161,0.044203996658325195
162,0.04384136199951172
163,0.04346036911010742
164,0.04314756393432617
165,0.04275393486022949
166,0.04242300987243652
167,0.04212474822998047
168,0.041787147521972656
169,0.041455745697021484
170,0.04110312461853027
171,0.04079914093017578
172,0.04047393798828125
173,0.04024553298950195
174,0.03992891311645508
175,0.039633989334106445
176,0.03931570053100586
177,0.039052486419677734
178,0.03877401351928711
179,0.03849315643310547
180,0.0382227897644043
181,0.03795456886291504
182,0.03768277168273926
183,0.037394046783447266
184,0.03717303276062012
185,0.03691291809082031
186,0.0366365909576416
187,0.03641939163208008
188,0.03618669509887695
189,0.035904645919799805
190,0.03570985794067383
191,0.03546643257141113
