,maxEpochs,num_layers,embeddingSize,hiddenDim,train_loss,accuracy,truePos,trueNeg,falsePos,falseNeg
0,400,1,50,9,0.002170085906982422,0.375,1,8,8,7
1,400,1,50,9,0.0032122135162353516,0.5,1,11,5,7
2,400,1,50,9,0.007229328155517578,0.5416666666666666,2,11,5,6
3,400,1,50,9,0.004017353057861328,0.5416666666666666,5,8,3,8
4,400,1,50,9,0.0033638477325439453,0.5416666666666666,3,10,3,8
5,400,1,50,9,0.002704143524169922,0.4583333333333333,1,10,4,9
6,400,1,50,9,0.0026276111602783203,0.625,3,12,5,4
7,400,1,50,9,0.0021266937255859375,0.375,2,7,9,6
8,400,1,50,9,0.0024199485778808594,0.625,2,13,6,3
9,400,1,50,9,0.002336740493774414,0.3333333333333333,3,5,4,12
